,League,Round,Week,Year,Date,Local,Visitor,Goalslocal,Goalsvisitor,Result
1438,england,,34,2022,2022-08-22,Southampton,Manchester Utd,1,1,t
1439,england,,34,2022,2022-08-22,Wolverhampton,Tottenham,0,1,v
1440,france,,34,2022,2022-08-22,Bordeaux,Angers,1,1,t
1441,france,,34,2022,2022-08-22,Lyon,Clermont,3,3,t
1442,france,,34,2022,2022-08-22,Metz,Reims,1,1,t
1443,france,,34,2022,2022-08-22,Montpellier,Lorient,3,1,l
1444,france,,34,2022,2022-08-22,Rennes,Nantes,1,0,l
1445,france,,34,2022,2022-08-22,Strasbourg,Troyes,1,1,t
1446,germany,,34,2022,2022-08-22,Bayern Munich,FC Koln,3,2,l
1447,germany,,34,2022,2022-08-22,Hoffenheim,Union Berlin,2,2,t
1448,italy,,34,2022,2022-08-22,AS Roma,Fiorentina,3,1,l
1449,italy,,34,2022,2022-08-22,Bologna,Salernitana,3,2,l
1450,italy,,34,2022,2022-08-22,Napoli,Venezia,2,0,l
1451,italy,,34,2022,2022-08-22,Udinese,Juventus,2,2,t
1452,mexico,,34,2022,2022-08-22,Pachuca,Club Leon,1,0,l
1453,netherlands,,34,2022,2022-08-22,FC Twente,Ajax Amsterdam,1,1,t
1454,netherlands,,34,2022,2022-08-22,Feyenoord,Go Ahead Eagles,2,0,l
1455,netherlands,,34,2022,2022-08-22,Vitesse Arnhem,Willem II,0,3,v
1456,portugal,,34,2022,2022-08-22,Guimaraes,Vizela,4,0,l
1457,portugal,,34,2022,2022-08-22,Maritimo,FC Porto,1,1,t
1458,portugal,,34,2022,2022-08-22,Tondela,Portimonense,0,3,v
1459,spain,,34,2022,2022-08-22,Atletico Madrid,Elche,1,0,l
1460,spain,,34,2022,2022-08-22,Levante,Real Madrid,3,3,t
1461,spain,,34,2022,2022-08-22,Real Sociedad,Rayo Vallecano,1,0,l
1462,england,,34,2022,2022-08-23,West Ham Utd,Leicester City,4,1,l
1463,italy,,34,2022,2022-08-23,Cagliari,Spezia,2,2,t
1464,italy,,34,2022,2022-08-23,Sampdoria,AC Milan,0,1,v
1465,portugal,,34,2022,2022-08-23,Boavista,Santa Clara,2,0,l
1466,portugal,,34,2022,2022-08-23,Pacos Ferreira,Estoril,1,3,v
1467,spain,,34,2022,2022-08-23,Getafe,Sevilla FC,0,1,v
1468,spain,,34,2022,2022-08-23,Osasuna,Celta Vigo,0,0,t
1469,mexico,,34,2022,2022-08-24,Guadalajara,Monterrey,1,0,l
1470,mexico,,34,2022,2022-08-24,Queretaro,CF America,0,1,v
1471,mexico,,34,2022,2022-08-25,Pumas UNAM,Tigres,1,1,t
1472,mexico,,34,2022,2022-08-26,Pachuca,Atlas,3,1,l
1473,mexico,,34,2022,2022-08-26,Tijuana,Santos Laguna,0,2,v
1474,france,,34,2022,2022-08-27,Nantes,Lyon,0,1,v
1475,germany,,34,2022,2022-08-27,Dortmund,Hoffenheim,3,2,l
1476,italy,,34,2022,2022-08-27,Hellas Verona,Inter Milan,1,3,v
1477,italy,,34,2022,2022-08-27,Udinese,Venezia,3,0,l
1478,mexico,,34,2022,2022-08-27,Cruz Azul,Queretaro,2,1,l
1479,mexico,,34,2022,2022-08-27,Mazatlan,CF America,1,3,v
1480,mexico,,34,2022,2022-08-27,Puebla,Juarez,2,2,t
1481,netherlands,,34,2022,2022-08-27,Fortuna Sittard,RKC Waalwijk,2,2,t
1482,portugal,,34,2022,2022-08-27,Belenenses,Moreirense,1,1,t
1483,portugal,,34,2022,2022-08-27,Estoril,Maritimo,2,1,l
1484,spain,,34,2022,2022-08-27,Mallorca,Espanyol,1,0,l
1485,spain,,34,2022,2022-08-27,Valencia,Alaves,3,0,l
1486,england,,34,2022,2022-08-28,Aston Villa,Brentford,1,1,t
1487,england,,34,2022,2022-08-28,Brighton,Everton,0,2,v
1488,england,,34,2022,2022-08-28,Liverpool,Chelsea,1,1,t
1489,england,,34,2022,2022-08-28,Manchester City,Arsenal,5,0,l
1490,england,,34,2022,2022-08-28,Newcastle Utd,Southampton,2,2,t
1491,england,,34,2022,2022-08-28,Norwich City,Leicester City,1,2,v
1492,england,,34,2022,2022-08-28,West Ham Utd,Crystal Palace,2,2,t
1493,france,,34,2022,2022-08-28,Marseille,Saint-Etienne,3,1,l
1494,france,,34,2022,2022-08-28,Nice,Bordeaux,4,0,l
1495,germany,,34,2022,2022-08-28,Bayern Munich,Hertha Berlin,5,0,l
1496,germany,,34,2022,2022-08-28,Bielefeld,E. Frankfurt,1,1,t
1497,germany,,34,2022,2022-08-28,FC Augsburg,Leverkusen,1,4,v
1498,germany,,34,2022,2022-08-28,FC Koln,Bochum,2,1,l
1499,germany,,34,2022,2022-08-28,FSV Mainz,Greuther Furth,3,0,l
1500,germany,,34,2022,2022-08-28,Stuttgart,Freiburg,2,3,v
1501,italy,,34,2022,2022-08-28,Atalanta,Bologna,0,0,t
1502,italy,,34,2022,2022-08-28,Fiorentina,Torino,2,1,l
1503,italy,,34,2022,2022-08-28,Juventus,Empoli,0,1,v
1504,italy,,34,2022,2022-08-28,Lazio,Spezia,6,1,l
1505,mexico,,34,2022,2022-08-28,Guadalajara,Pumas UNAM,3,1,l
1506,mexico,,34,2022,2022-08-28,Tigres,Necaxa,0,0,t
1507,mexico,,34,2022,2022-08-28,Toluca,Pachuca,1,4,v
1508,netherlands,,34,2022,2022-08-28,Cambuur,FC Twente,2,0,l
1509,netherlands,,34,2022,2022-08-28,Go Ahead Eagles,Sparta,2,0,l
1510,netherlands,,34,2022,2022-08-28,PSV Eindhoven,FC Groningen,5,2,l
1511,netherlands,,34,2022,2022-08-28,Willem II,PEC Zwolle,1,0,l
1512,portugal,,34,2022,2022-08-28,Famalicao,Sporting CP,1,1,t
1513,portugal,,34,2022,2022-08-28,FC Porto,Arouca,3,0,l
1514,portugal,,34,2022,2022-08-28,Vizela,Boavista,1,1,t
1515,spain,,34,2022,2022-08-28,Celta Vigo,Athletic Bilbao,0,1,v
1516,spain,,34,2022,2022-08-28,Elche,Sevilla FC,1,1,t
1517,spain,,34,2022,2022-08-28,Real Betis,Real Madrid,0,1,v
1518,spain,,34,2022,2022-08-28,Real Sociedad,Levante,1,0,l
1519,england,,35,2022,2022-08-29,Burnley,Leeds Utd,1,1,t
1520,england,,35,2022,2022-08-29,Tottenham,Watford,1,0,l
1521,england,,35,2022,2022-08-29,Wolverhampton,Manchester Utd,0,1,v
1522,france,,35,2022,2022-08-29,Angers,Rennes,2,0,l
1523,france,,35,2022,2022-08-29,Clermont,Metz,2,2,t
1524,france,,35,2022,2022-08-29,Lens,Lorient,2,2,t
1525,france,,35,2022,2022-08-29,Lille,Montpellier,2,1,l
1526,france,,35,2022,2022-08-29,Reims,Paris SG,0,2,v
1527,france,,35,2022,2022-08-29,Strasbourg,Brest,3,1,l
1528,france,,35,2022,2022-08-29,Troyes,Monaco,1,2,v
1529,germany,,35,2022,2022-08-29,Union Berlin,Monchengladbach,2,1,l
1530,germany,,35,2022,2022-08-29,Wolfsburg,RB Leipzig,1,0,l
1531,italy,,35,2022,2022-08-29,AC Milan,Cagliari,4,1,l
1532,italy,,35,2022,2022-08-29,Genoa,Napoli,1,2,v
1533,italy,,35,2022,2022-08-29,Salernitana,AS Roma,0,4,v
1534,italy,,35,2022,2022-08-29,Sassuolo,Sampdoria,0,0,t
1535,mexico,,35,2022,2022-08-29,Club Leon,Atlas,4,2,l
1536,mexico,,35,2022,2022-08-29,Santos Laguna,A. San Luis,4,1,l
1537,mexico,,35,2022,2022-08-29,Tijuana,Monterrey,0,3,v
1538,netherlands,,35,2022,2022-08-29,Ajax Amsterdam,Vitesse Arnhem,5,0,l
1539,netherlands,,35,2022,2022-08-29,FC Utrecht,Feyenoord,3,1,l
1540,netherlands,,35,2022,2022-08-29,Heerenveen,AZ Alkmaar,1,3,v
1541,netherlands,,35,2022,2022-08-29,Heracles Almelo,NEC Nijmegen,0,1,v
1542,portugal,,35,2022,2022-08-29,Benfica,Tondela,2,1,l
1543,portugal,,35,2022,2022-08-29,Portimonense,Pacos Ferreira,0,1,v
1544,portugal,,35,2022,2022-08-29,Santa Clara,Gil Vicente,1,0,l
1545,portugal,,35,2022,2022-08-29,Sporting Braga,Guimaraes,0,0,t
1546,spain,,35,2022,2022-08-29,Atletico Madrid,Villarreal,2,2,t
1547,spain,,35,2022,2022-08-29,Cadiz,Osasuna,2,3,v
1548,spain,,35,2022,2022-08-29,FC Barcelona,Getafe,2,1,l
1549,spain,,35,2022,2022-08-29,Rayo Vallecano,Granada,4,0,l
1550,mexico,,35,2022,2022-09-02,A. San Luis,Tijuana,0,0,t
1551,mexico,,35,2022,2022-09-02,Queretaro,Puebla,1,1,t
1552,mexico,,35,2022,2022-09-03,Juarez,Cruz Azul,2,2,t
1553,mexico,,35,2022,2022-09-03,Necaxa,Club Leon,3,2,l
1554,mexico,,35,2022,2022-09-03,Pachuca,Santos Laguna,2,0,l
1555,mexico,,35,2022,2022-09-04,Atlas,Pumas UNAM,0,0,t
1556,mexico,,35,2022,2022-09-04,CF America,Tigres,2,1,l
1557,mexico,,35,2022,2022-09-04,Monterrey,Mazatlan,0,0,t
1558,mexico,,35,2022,2022-09-04,Toluca,Guadalajara,0,0,t
1559,mexico,,36,2022,2022-09-07,CF America,A. San Luis,3,0,l
1560,mexico,,36,2022,2022-09-07,Club Leon,Juarez,1,0,l
1561,mexico,,36,2022,2022-09-07,Monterrey,Cruz Azul,3,2,l
1562,mexico,,36,2022,2022-09-07,Santos Laguna,Necaxa,3,1,l
1563,mexico,,36,2022,2022-09-08,Mazatlan,Atlas,1,0,l
1564,mexico,,36,2022,2022-09-08,Puebla,Pachuca,2,2,t
1565,mexico,,36,2022,2022-09-08,Pumas UNAM,Queretaro,4,1,l
1566,mexico,,36,2022,2022-09-08,Tigres,Toluca,3,1,l
1567,mexico,,36,2022,2022-09-08,Tijuana,Guadalajara,1,2,v
1568,france,,36,2022,2022-09-10,Lorient,Lille,2,1,l
1569,mexico,,36,2022,2022-09-10,Juarez,Monterrey,0,1,v
1570,mexico,,36,2022,2022-09-10,Queretaro,Santos Laguna,3,3,t
1571,england,,36,2022,2022-09-11,Arsenal,Norwich City,1,0,l
1572,england,,36,2022,2022-09-11,Brentford,Brighton,0,1,v
1573,england,,36,2022,2022-09-11,Chelsea,Aston Villa,3,0,l
1574,england,,36,2022,2022-09-11,Crystal Palace,Tottenham,3,0,l
1575,england,,36,2022,2022-09-11,Leicester City,Manchester City,0,1,v
1576,england,,36,2022,2022-09-11,Manchester Utd,Newcastle Utd,4,1,l
1577,england,,36,2022,2022-09-11,Southampton,West Ham Utd,0,0,t
1578,england,,36,2022,2022-09-11,Watford,Wolverhampton,0,2,v
1579,france,,36,2022,2022-09-11,Monaco,Marseille,0,2,v
1580,france,,36,2022,2022-09-11,Paris SG,Clermont,4,0,l
1581,germany,,36,2022,2022-09-11,Freiburg,FC Koln,1,1,t
1582,germany,,36,2022,2022-09-11,Greuther Furth,Wolfsburg,0,2,v
1583,germany,,36,2022,2022-09-11,Hoffenheim,FSV Mainz,0,2,v
1584,germany,,36,2022,2022-09-11,Leverkusen,Dortmund,3,4,v
1585,germany,,36,2022,2022-09-11,RB Leipzig,Bayern Munich,1,4,v
1586,germany,,36,2022,2022-09-11,Union Berlin,FC Augsburg,0,0,t
1587,italy,,36,2022,2022-09-11,Atalanta,Fiorentina,1,2,v
1588,italy,,36,2022,2022-09-11,Empoli,Venezia,1,2,v
1589,italy,,36,2022,2022-09-11,Napoli,Juventus,2,1,l
1590,mexico,,36,2022,2022-09-11,Atlas,A. San Luis,1,3,v
1591,mexico,,36,2022,2022-09-11,Cruz Azul,Mazatlan,2,0,l
1592,mexico,,36,2022,2022-09-11,Guadalajara,Puebla,1,0,l
1593,mexico,,36,2022,2022-09-11,Necaxa,CF America,1,2,v
1594,mexico,,36,2022,2022-09-11,Tigres,Club Leon,0,1,v
1595,mexico,,36,2022,2022-09-11,Toluca,Pumas UNAM,2,2,t
1596,netherlands,,36,2022,2022-09-11,AZ Alkmaar,PSV Eindhoven,0,3,v
1597,netherlands,,36,2022,2022-09-11,Cambuur,Go Ahead Eagles,5,2,l
1598,netherlands,,36,2022,2022-09-11,FC Twente,FC Utrecht,1,0,l
1599,netherlands,,36,2022,2022-09-11,PEC Zwolle,Ajax Amsterdam,0,2,v
1600,portugal,,36,2022,2022-09-11,Pacos Ferreira,Sporting Braga,0,0,t
1601,portugal,,36,2022,2022-09-11,Santa Clara,Benfica,0,5,v
1602,portugal,,36,2022,2022-09-11,Sporting CP,FC Porto,1,1,t
1603,spain,,36,2022,2022-09-11,Athletic Bilbao,Mallorca,2,0,l
