,League,Round,Week,Year,Date,Local,Visitor,Goalslocal,Goalsvisitor,Result
1799,france,,39,2022,2022-09-26,Bordeaux,Rennes,1,1,t
1800,france,,39,2022,2022-09-26,Brest,Metz,1,2,v
1801,france,,39,2022,2022-09-26,Clermont,Monaco,1,3,v
1802,france,,39,2022,2022-09-26,Marseille,Lens,2,3,v
1803,france,,39,2022,2022-09-26,Reims,Nantes,3,1,l
1804,france,,39,2022,2022-09-26,Troyes,Angers,1,1,t
1805,germany,,39,2022,2022-09-26,Bochum,Stuttgart,0,0,t
1806,germany,,39,2022,2022-09-26,Freiburg,FC Augsburg,3,0,l
1807,italy,,39,2022,2022-09-26,Empoli,Bologna,4,2,l
1808,italy,,39,2022,2022-09-26,Juventus,Sampdoria,3,2,l
1809,italy,,39,2022,2022-09-26,Lazio,AS Roma,3,2,l
1810,italy,,39,2022,2022-09-26,Napoli,Cagliari,2,0,l
1811,italy,,39,2022,2022-09-26,Sassuolo,Salernitana,1,0,l
1812,italy,,39,2022,2022-09-26,Udinese,Fiorentina,0,1,v
1813,netherlands,,39,2022,2022-09-26,AZ Alkmaar,Go Ahead Eagles,5,0,l
1814,netherlands,,39,2022,2022-09-26,Heerenveen,FC Twente,2,3,v
1815,netherlands,,39,2022,2022-09-26,Heracles Almelo,RKC Waalwijk,1,0,l
1816,netherlands,,39,2022,2022-09-26,Sparta,Cambuur,0,4,v
1817,portugal,,39,2022,2022-09-26,Portimonense,Vizela,0,0,t
1818,portugal,,39,2022,2022-09-26,Santa Clara,Sporting Braga,1,1,t
1819,spain,,39,2022,2022-09-26,FC Barcelona,Levante,3,0,l
1820,spain,,39,2022,2022-09-26,Mallorca,Osasuna,2,3,v
1821,spain,,39,2022,2022-09-26,Rayo Vallecano,Cadiz,3,1,l
1822,spain,,39,2022,2022-09-26,Real Betis,Getafe,2,0,l
1823,spain,,39,2022,2022-09-26,Real Sociedad,Elche,1,0,l
1824,england,,39,2022,2022-09-27,Crystal Palace,Brighton,1,1,t
1825,italy,,39,2022,2022-09-27,Venezia,Torino,1,1,t
1826,portugal,,39,2022,2022-09-27,Boavista,Estoril,1,1,t
1827,portugal,,39,2022,2022-09-27,Pacos Ferreira,Belenenses,2,2,t
1828,spain,,39,2022,2022-09-27,Celta Vigo,Granada,1,0,l
1829,france,,39,2022,2022-10-01,Lens,Reims,2,0,l
1830,germany,,39,2022,2022-10-01,FC Koln,Greuther Furth,3,1,l
1831,italy,,39,2022,2022-10-01,Cagliari,Venezia,1,1,t
1832,mexico,,39,2022,2022-10-01,A. San Luis,Tigres,0,3,v
1833,mexico,,39,2022,2022-10-01,Juarez,Pumas UNAM,3,1,l
1834,mexico,,39,2022,2022-10-01,Monterrey,Pachuca,0,0,t
1835,mexico,,39,2022,2022-10-01,Puebla,CF America,1,2,v
1836,netherlands,,39,2022,2022-10-01,FC Groningen,FC Twente,1,1,t
1837,portugal,,39,2022,2022-10-01,Famalicao,Guimaraes,1,2,v
1838,portugal,,39,2022,2022-10-01,Maritimo,Moreirense,0,0,t
1839,spain,,39,2022,2022-10-01,Athletic Bilbao,Alaves,1,0,l
1840,england,,39,2022,2022-10-02,Brighton,Arsenal,0,0,t
1841,england,,39,2022,2022-10-02,Burnley,Norwich City,0,0,t
1842,england,,39,2022,2022-10-02,Chelsea,Southampton,3,1,l
1843,england,,39,2022,2022-10-02,Leeds Utd,Watford,1,0,l
1844,england,,39,2022,2022-10-02,Manchester Utd,Everton,1,1,t
1845,england,,39,2022,2022-10-02,Wolverhampton,Newcastle Utd,2,1,l
1846,france,,39,2022,2022-10-02,Montpellier,Strasbourg,1,1,t
1847,france,,39,2022,2022-10-02,Nice,Brest,2,1,l
1848,germany,,39,2022,2022-10-02,Dortmund,FC Augsburg,2,1,l
1849,germany,,39,2022,2022-10-02,Hertha Berlin,Freiburg,1,2,v
1850,germany,,39,2022,2022-10-02,RB Leipzig,Bochum,3,0,l
1851,germany,,39,2022,2022-10-02,Stuttgart,Hoffenheim,3,1,l
1852,germany,,39,2022,2022-10-02,Wolfsburg,Monchengladbach,1,3,v
1853,italy,,39,2022,2022-10-02,Salernitana,Genoa,1,0,l
1854,italy,,39,2022,2022-10-02,Sassuolo,Inter Milan,1,2,v
1855,italy,,39,2022,2022-10-02,Torino,Juventus,0,1,v
1856,mexico,,39,2022,2022-10-02,Atlas,Necaxa,1,0,l
1857,mexico,,39,2022,2022-10-02,Cruz Azul,Guadalajara,2,1,l
1858,mexico,,39,2022,2022-10-02,Santos Laguna,Mazatlan,3,0,l
1859,mexico,,39,2022,2022-10-02,Toluca,Queretaro,4,1,l
1860,netherlands,,39,2022,2022-10-02,Fortuna Sittard,NEC Nijmegen,1,3,v
1861,netherlands,,39,2022,2022-10-02,Heracles Almelo,Willem II,3,2,l
1862,netherlands,,39,2022,2022-10-02,PEC Zwolle,Heerenveen,0,1,v
1863,netherlands,,39,2022,2022-10-02,RKC Waalwijk,Go Ahead Eagles,1,1,t
1864,portugal,,39,2022,2022-10-02,Arouca,Sporting CP,1,2,v
1865,portugal,,39,2022,2022-10-02,FC Porto,Pacos Ferreira,2,1,l
1866,portugal,,39,2022,2022-10-02,Vizela,Santa Clara,1,1,t
1867,spain,,39,2022,2022-10-02,Atletico Madrid,FC Barcelona,2,0,l
1868,spain,,39,2022,2022-10-02,Cadiz,Valencia,0,0,t
1869,spain,,39,2022,2022-10-02,Mallorca,Levante,1,0,l
1870,spain,,39,2022,2022-10-02,Osasuna,Rayo Vallecano,1,0,l
1871,england,,40,2022,2022-10-03,Crystal Palace,Leicester City,2,2,t
1872,england,,40,2022,2022-10-03,Liverpool,Manchester City,2,2,t
1873,england,,40,2022,2022-10-03,Tottenham,Aston Villa,2,1,l
1874,england,,40,2022,2022-10-03,West Ham Utd,Brentford,1,2,v
1875,france,,40,2022,2022-10-03,Angers,Metz,3,2,l
1876,france,,40,2022,2022-10-03,Lille,Marseille,2,0,l
1877,france,,40,2022,2022-10-03,Lorient,Clermont,1,1,t
1878,france,,40,2022,2022-10-03,Monaco,Bordeaux,3,0,l
1879,france,,40,2022,2022-10-03,Nantes,Troyes,2,0,l
1880,france,,40,2022,2022-10-03,Rennes,Paris SG,2,0,l
1881,france,,40,2022,2022-10-03,Saint-Etienne,Lyon,1,1,t
1882,germany,,40,2022,2022-10-03,Bayern Munich,E. Frankfurt,1,2,v
1883,germany,,40,2022,2022-10-03,Bielefeld,Leverkusen,0,4,v
1884,germany,,40,2022,2022-10-03,FSV Mainz,Union Berlin,1,2,v
1885,italy,,40,2022,2022-10-03,AS Roma,Empoli,2,0,l
1886,italy,,40,2022,2022-10-03,Atalanta,AC Milan,2,3,v
1887,italy,,40,2022,2022-10-03,Bologna,Lazio,3,0,l
1888,italy,,40,2022,2022-10-03,Fiorentina,Napoli,1,2,v
1889,italy,,40,2022,2022-10-03,Hellas Verona,Spezia,4,0,l
1890,italy,,40,2022,2022-10-03,Sampdoria,Udinese,3,3,t
1891,mexico,,40,2022,2022-10-03,Club Leon,Tijuana,2,2,t
1892,netherlands,,40,2022,2022-10-03,Ajax Amsterdam,FC Utrecht,0,1,v
1893,netherlands,,40,2022,2022-10-03,Cambuur,AZ Alkmaar,1,3,v
1894,netherlands,,40,2022,2022-10-03,PSV Eindhoven,Sparta,2,1,l
1895,netherlands,,40,2022,2022-10-03,Vitesse Arnhem,Feyenoord,2,1,l
1896,portugal,,40,2022,2022-10-03,Belenenses,Tondela,0,2,v
1897,portugal,,40,2022,2022-10-03,Benfica,Portimonense,0,1,v
1898,portugal,,40,2022,2022-10-03,Estoril,Gil Vicente,2,2,t
1899,portugal,,40,2022,2022-10-03,Sporting Braga,Boavista,2,2,t
1900,spain,,40,2022,2022-10-03,Elche,Celta Vigo,1,0,l
1901,spain,,40,2022,2022-10-03,Espanyol,Real Madrid,2,1,l
1902,spain,,40,2022,2022-10-03,Getafe,Real Sociedad,1,1,t
1903,spain,,40,2022,2022-10-03,Granada,Sevilla FC,1,0,l
1904,spain,,40,2022,2022-10-03,Villarreal,Real Betis,2,0,l
1905,france,,41,2022,2022-10-15,Paris SG,Angers,2,1,l
1906,germany,,41,2022,2022-10-15,Hoffenheim,FC Koln,5,0,l
1907,england,,41,2022,2022-10-16,Aston Villa,Wolverhampton,2,3,v
1908,england,,41,2022,2022-10-16,Brentford,Chelsea,0,1,v
1909,england,,41,2022,2022-10-16,Leicester City,Manchester Utd,4,2,l
1910,england,,41,2022,2022-10-16,Manchester City,Burnley,2,0,l
1911,england,,41,2022,2022-10-16,Norwich City,Brighton,0,0,t
1912,england,,41,2022,2022-10-16,Southampton,Leeds Utd,1,0,l
1913,england,,41,2022,2022-10-16,Watford,Liverpool,0,5,v
1914,france,,41,2022,2022-10-16,Clermont,Lille,1,0,l
1915,france,,41,2022,2022-10-16,Lyon,Monaco,2,0,l
1916,germany,,41,2022,2022-10-16,Dortmund,FSV Mainz,3,1,l
1917,germany,,41,2022,2022-10-16,E. Frankfurt,Hertha Berlin,1,2,v
1918,germany,,41,2022,2022-10-16,Freiburg,RB Leipzig,1,1,t
1919,germany,,41,2022,2022-10-16,Greuther Furth,Bochum,0,1,v
1920,germany,,41,2022,2022-10-16,Monchengladbach,Stuttgart,1,1,t
1921,germany,,41,2022,2022-10-16,Union Berlin,Wolfsburg,2,0,l
1922,italy,,41,2022,2022-10-16,AC Milan,Hellas Verona,3,2,l
1923,italy,,41,2022,2022-10-16,Lazio,Inter Milan,3,1,l
1924,italy,,41,2022,2022-10-16,Spezia,Salernitana,2,1,l
1925,netherlands,,41,2022,2022-10-16,Feyenoord,RKC Waalwijk,2,2,t
1926,netherlands,,41,2022,2022-10-16,Fortuna Sittard,Cambuur,1,0,l
1927,netherlands,,41,2022,2022-10-16,Go Ahead Eagles,Heracles Almelo,4,2,l
1928,netherlands,,41,2022,2022-10-16,Heerenveen,Ajax Amsterdam,0,2,v
1929,netherlands,,41,2022,2022-10-16,PSV Eindhoven,PEC Zwolle,3,1,l
1930,spain,,41,2022,2022-10-16,Levante,Getafe,0,0,t
1931,spain,,41,2022,2022-10-16,Real Sociedad,Mallorca,1,0,l
1932,england,,42,2022,2022-10-17,Everton,West Ham Utd,0,1,v
1933,england,,42,2022,2022-10-17,Newcastle Utd,Tottenham,2,3,v
1934,france,,42,2022,2022-10-17,Bordeaux,Nantes,1,1,t
1935,france,,42,2022,2022-10-17,Brest,Reims,1,1,t
1936,france,,42,2022,2022-10-17,Marseille,Lorient,4,1,l
1937,france,,42,2022,2022-10-17,Metz,Rennes,0,3,v
1938,france,,42,2022,2022-10-17,Montpellier,Lens,1,0,l
1939,france,,42,2022,2022-10-17,Strasbourg,Saint-Etienne,5,1,l
1940,france,,42,2022,2022-10-17,Troyes,Nice,1,0,l
1941,germany,,42,2022,2022-10-17,FC Augsburg,Bielefeld,1,1,t
1942,germany,,42,2022,2022-10-17,Leverkusen,Bayern Munich,1,5,v
1943,italy,,42,2022,2022-10-17,Cagliari,Sampdoria,3,1,l
1944,italy,,42,2022,2022-10-17,Empoli,Atalanta,1,4,v
1945,italy,,42,2022,2022-10-17,Genoa,Sassuolo,2,2,t
1946,italy,,42,2022,2022-10-17,Juventus,AS Roma,1,0,l
1947,italy,,42,2022,2022-10-17,Napoli,Torino,1,0,l
1948,italy,,42,2022,2022-10-17,Udinese,Bologna,1,1,t
1949,netherlands,,42,2022,2022-10-17,AZ Alkmaar,FC Utrecht,5,1,l
1950,netherlands,,42,2022,2022-10-17,FC Twente,Willem II,1,1,t
1951,netherlands,,42,2022,2022-10-17,NEC Nijmegen,Vitesse Arnhem,0,1,v
1952,netherlands,,42,2022,2022-10-17,Sparta,FC Groningen,1,1,t
1953,spain,,42,2022,2022-10-17,Celta Vigo,Sevilla FC,0,1,v
1954,spain,,42,2022,2022-10-17,FC Barcelona,Valencia,3,1,l
1955,spain,,42,2022,2022-10-17,Rayo Vallecano,Elche,2,1,l
1956,spain,,42,2022,2022-10-17,Villarreal,Osasuna,1,2,v
1957,england,,42,2022,2022-10-18,Arsenal,Crystal Palace,2,2,t
1958,italy,,42,2022,2022-10-18,Venezia,Fiorentina,1,0,l
1959,spain,,42,2022,2022-10-18,Alaves,Real Betis,0,1,v
1960,spain,,42,2022,2022-10-18,Espanyol,Cadiz,2,0,l
1961,england,,42,2022,2022-10-22,Arsenal,Aston Villa,3,1,l
1962,france,,42,2022,2022-10-22,Saint-Etienne,Angers,2,2,t
1963,germany,,42,2022,2022-10-22,FSV Mainz,FC Augsburg,4,1,l
1964,italy,,42,2022,2022-10-22,Sampdoria,Spezia,2,1,l
1965,italy,,42,2022,2022-10-22,Torino,Genoa,3,2,l
1966,netherlands,,42,2022,2022-10-22,Willem II,Fortuna Sittard,1,1,t
1967,portugal,,42,2022,2022-10-22,Guimaraes,Maritimo,2,1,l
1968,spain,,42,2022,2022-10-22,Osasuna,Granada,1,1,t
1969,england,,42,2022,2022-10-23,Brighton,Manchester City,1,4,v
1970,england,,42,2022,2022-10-23,Chelsea,Norwich City,7,0,l
1971,england,,42,2022,2022-10-23,Crystal Palace,Newcastle Utd,1,1,t
1972,england,,42,2022,2022-10-23,Everton,Watford,2,5,v
1973,england,,42,2022,2022-10-23,Leeds Utd,Wolverhampton,1,1,t
1974,england,,42,2022,2022-10-23,Southampton,Burnley,2,2,t
1975,france,,42,2022,2022-10-23,Lille,Brest,1,1,t
1976,france,,42,2022,2022-10-23,Nantes,Clermont,2,1,l
1977,germany,,42,2022,2022-10-23,Bayern Munich,Hoffenheim,4,0,l
1978,germany,,42,2022,2022-10-23,Bielefeld,Dortmund,1,3,v
1979,germany,,42,2022,2022-10-23,Hertha Berlin,Monchengladbach,1,0,l
1980,germany,,42,2022,2022-10-23,RB Leipzig,Greuther Furth,4,1,l
1981,germany,,42,2022,2022-10-23,Wolfsburg,Freiburg,0,2,v
1982,italy,,42,2022,2022-10-23,Bologna,AC Milan,2,4,v
1983,italy,,42,2022,2022-10-23,Salernitana,Empoli,2,4,v
1984,italy,,42,2022,2022-10-23,Sassuolo,Venezia,3,1,l
1985,netherlands,,42,2022,2022-10-23,FC Utrecht,Heerenveen,2,1,l
1986,netherlands,,42,2022,2022-10-23,PEC Zwolle,Heracles Almelo,1,0,l
1987,netherlands,,42,2022,2022-10-23,RKC Waalwijk,Sparta,1,0,l
1988,portugal,,42,2022,2022-10-23,Santa Clara,Famalicao,0,2,v
1989,portugal,,42,2022,2022-10-23,Sporting CP,Moreirense,1,0,l
1990,portugal,,42,2022,2022-10-23,Tondela,FC Porto,1,3,v
1991,spain,,42,2022,2022-10-23,Athletic Bilbao,Villarreal,2,1,l
1992,spain,,42,2022,2022-10-23,Cadiz,Alaves,0,2,v
1993,spain,,42,2022,2022-10-23,Elche,Espanyol,2,2,t
1994,spain,,42,2022,2022-10-23,Valencia,Mallorca,2,2,t
1995,england,,43,2022,2022-10-24,Brentford,Leicester City,1,2,v
1996,england,,43,2022,2022-10-24,Manchester Utd,Liverpool,0,5,v
1997,england,,43,2022,2022-10-24,West Ham Utd,Tottenham,1,0,l
1998,france,,43,2022,2022-10-24,Lens,Metz,4,1,l
1999,france,,43,2022,2022-10-24,Lorient,Bordeaux,1,1,t
2000,france,,43,2022,2022-10-24,Marseille,Paris SG,0,0,t
2001,france,,43,2022,2022-10-24,Monaco,Montpellier,3,1,l
2002,france,,43,2022,2022-10-24,Nice,Lyon,3,2,l
2003,france,,43,2022,2022-10-24,Reims,Troyes,1,2,v
2004,france,,43,2022,2022-10-24,Rennes,Strasbourg,1,0,l
2005,germany,,43,2022,2022-10-24,Bochum,E. Frankfurt,2,0,l
2006,germany,,43,2022,2022-10-24,FC Koln,Leverkusen,2,2,t
2007,germany,,43,2022,2022-10-24,Stuttgart,Union Berlin,1,1,t
2008,italy,,43,2022,2022-10-24,AS Roma,Napoli,0,0,t
2009,italy,,43,2022,2022-10-24,Atalanta,Udinese,1,1,t
2010,italy,,43,2022,2022-10-24,Fiorentina,Cagliari,3,0,l
2011,italy,,43,2022,2022-10-24,Hellas Verona,Lazio,4,1,l
2012,italy,,43,2022,2022-10-24,Inter Milan,Juventus,1,1,t
2013,netherlands,,43,2022,2022-10-24,Ajax Amsterdam,PSV Eindhoven,5,0,l
2014,netherlands,,43,2022,2022-10-24,Cambuur,Feyenoord,2,3,v
2015,netherlands,,43,2022,2022-10-24,FC Groningen,AZ Alkmaar,2,0,l
2016,netherlands,,43,2022,2022-10-24,FC Twente,NEC Nijmegen,1,2,v
2017,netherlands,,43,2022,2022-10-24,Vitesse Arnhem,Go Ahead Eagles,1,2,v
2018,portugal,,43,2022,2022-10-24,Pacos Ferreira,Arouca,0,0,t
2019,portugal,,43,2022,2022-10-24,Portimonense,Estoril,0,2,v
2020,portugal,,43,2022,2022-10-24,Vizela,Benfica,0,1,v
2021,spain,,43,2022,2022-10-24,Atletico Madrid,Real Sociedad,2,2,t
2022,spain,,43,2022,2022-10-24,FC Barcelona,Real Madrid,1,2,v
2023,spain,,43,2022,2022-10-24,Real Betis,Rayo Vallecano,3,2,l
2024,spain,,43,2022,2022-10-24,Sevilla FC,Levante,5,3,l
2025,portugal,,43,2022,2022-10-25,Boavista,Belenenses,0,0,t
2026,portugal,,43,2022,2022-10-25,Gil Vicente,Sporting Braga,0,1,v
2027,spain,,43,2022,2022-10-25,Getafe,Celta Vigo,0,3,v
2028,italy,,43,2022,2022-10-26,AC Milan,Torino,1,0,l
2029,italy,,43,2022,2022-10-26,Spezia,Genoa,1,1,t
2030,italy,,43,2022,2022-10-26,Venezia,Salernitana,1,2,v
2031,spain,,43,2022,2022-10-26,Alaves,Elche,1,0,l
2032,spain,,43,2022,2022-10-26,Espanyol,Athletic Bilbao,1,1,t
2033,spain,,43,2022,2022-10-26,Villarreal,Cadiz,3,3,t
2034,france,,43,2022,2022-10-27,Nice,Marseille,1,1,t
2035,italy,,43,2022,2022-10-27,Cagliari,AS Roma,1,2,v
2036,italy,,43,2022,2022-10-27,Empoli,Inter Milan,0,2,v
2037,italy,,43,2022,2022-10-27,Juventus,Sassuolo,1,2,v
2038,italy,,43,2022,2022-10-27,Lazio,Fiorentina,1,0,l
2039,italy,,43,2022,2022-10-27,Sampdoria,Atalanta,1,3,v
2040,italy,,43,2022,2022-10-27,Udinese,Hellas Verona,1,1,t
2041,spain,,43,2022,2022-10-27,Mallorca,Sevilla FC,1,1,t
2042,spain,,43,2022,2022-10-27,Rayo Vallecano,FC Barcelona,1,0,l
2043,spain,,43,2022,2022-10-27,Real Betis,Valencia,4,1,l
2044,spain,,43,2022,2022-10-27,Real Madrid,Osasuna,0,0,t
2045,italy,,43,2022,2022-10-28,Napoli,Bologna,3,0,l
2046,spain,,43,2022,2022-10-28,Celta Vigo,Real Sociedad,0,2,v
2047,spain,,43,2022,2022-10-28,Granada,Getafe,1,1,t
2048,spain,,43,2022,2022-10-28,Levante,Atletico Madrid,2,2,t
2049,france,,43,2022,2022-10-29,Paris SG,Lille,2,1,l
2050,germany,,43,2022,2022-10-29,Hoffenheim,Hertha Berlin,2,0,l
2051,portugal,,43,2022,2022-10-29,Arouca,Tondela,2,0,l
2052,england,,43,2022,2022-10-30,Burnley,Brentford,3,1,l
2053,england,,43,2022,2022-10-30,Leicester City,Arsenal,0,2,v
2054,england,,43,2022,2022-10-30,Liverpool,Brighton,2,2,t
2055,england,,43,2022,2022-10-30,Manchester City,Crystal Palace,0,2,v
2056,england,,43,2022,2022-10-30,Newcastle Utd,Chelsea,0,3,v
2057,england,,43,2022,2022-10-30,Tottenham,Manchester Utd,0,3,v
2058,england,,43,2022,2022-10-30,Watford,Southampton,0,1,v
2059,france,,43,2022,2022-10-30,Lyon,Lens,2,1,l
2060,france,,43,2022,2022-10-30,Metz,Saint-Etienne,1,1,t
2061,germany,,43,2022,2022-10-30,Bielefeld,FSV Mainz,1,2,v
2062,germany,,43,2022,2022-10-30,Dortmund,FC Koln,2,0,l
2063,germany,,43,2022,2022-10-30,E. Frankfurt,RB Leipzig,1,1,t
2064,germany,,43,2022,2022-10-30,Freiburg,Greuther Furth,3,1,l
2065,germany,,43,2022,2022-10-30,Leverkusen,Wolfsburg,0,2,v
2066,germany,,43,2022,2022-10-30,Union Berlin,Bayern Munich,2,5,v
2067,italy,,43,2022,2022-10-30,Atalanta,Lazio,2,2,t
2068,italy,,43,2022,2022-10-30,Hellas Verona,Juventus,2,1,l
2069,italy,,43,2022,2022-10-30,Torino,Sampdoria,3,0,l
2070,netherlands,,43,2022,2022-10-30,AZ Alkmaar,PEC Zwolle,3,2,l
2071,netherlands,,43,2022,2022-10-30,Heerenveen,Vitesse Arnhem,1,2,v
2072,netherlands,,43,2022,2022-10-30,Heracles Almelo,Ajax Amsterdam,0,0,t
2073,netherlands,,43,2022,2022-10-30,PSV Eindhoven,FC Twente,5,2,l
2074,portugal,,43,2022,2022-10-30,Estoril,Benfica,1,1,t
2075,portugal,,43,2022,2022-10-30,FC Porto,Boavista,4,1,l
2076,portugal,,43,2022,2022-10-30,Sporting CP,Guimaraes,1,0,l
2077,spain,,43,2022,2022-10-30,Elche,Real Madrid,1,2,v
2078,spain,,43,2022,2022-10-30,FC Barcelona,Alaves,1,1,t
2079,spain,,43,2022,2022-10-30,Sevilla FC,Osasuna,2,0,l
2080,spain,,43,2022,2022-10-30,Valencia,Villarreal,2,0,l
2081,england,,44,2022,2022-10-31,Aston Villa,West Ham Utd,1,4,v
2082,england,,44,2022,2022-10-31,Norwich City,Leeds Utd,1,2,v
2083,france,,44,2022,2022-10-31,Angers,Nice,1,2,v
2084,france,,44,2022,2022-10-31,Bordeaux,Reims,3,2,l
2085,france,,44,2022,2022-10-31,Brest,Monaco,2,0,l
2086,france,,44,2022,2022-10-31,Clermont,Marseille,0,1,v
2087,france,,44,2022,2022-10-31,Montpellier,Nantes,2,0,l
2088,france,,44,2022,2022-10-31,Strasbourg,Lorient,4,0,l
2089,france,,44,2022,2022-10-31,Troyes,Rennes,2,2,t
2090,germany,,44,2022,2022-10-31,FC Augsburg,Stuttgart,4,1,l
2091,germany,,44,2022,2022-10-31,Monchengladbach,Bochum,2,1,l
2092,italy,,44,2022,2022-10-31,AS Roma,AC Milan,1,2,v
2093,italy,,44,2022,2022-10-31,Fiorentina,Spezia,3,0,l
2094,italy,,44,2022,2022-10-31,Genoa,Venezia,0,0,t
2095,italy,,44,2022,2022-10-31,Inter Milan,Udinese,2,0,l
2096,italy,,44,2022,2022-10-31,Salernitana,Napoli,0,1,v
2097,italy,,44,2022,2022-10-31,Sassuolo,Empoli,1,2,v
2098,netherlands,,44,2022,2022-10-31,FC Utrecht,Willem II,5,1,l
2099,netherlands,,44,2022,2022-10-31,Go Ahead Eagles,Fortuna Sittard,4,3,l
2100,netherlands,,44,2022,2022-10-31,NEC Nijmegen,FC Groningen,3,0,l
2101,netherlands,,44,2022,2022-10-31,RKC Waalwijk,Cambuur,0,1,v
2102,netherlands,,44,2022,2022-10-31,Sparta,Feyenoord,0,1,v
2103,portugal,,44,2022,2022-10-31,Belenenses,Santa Clara,2,1,l
2104,portugal,,44,2022,2022-10-31,Famalicao,Vizela,1,1,t
2105,portugal,,44,2022,2022-10-31,Maritimo,Gil Vicente,1,2,v
2106,spain,,44,2022,2022-10-31,Atletico Madrid,Real Betis,3,0,l
2107,spain,,44,2022,2022-10-31,Cadiz,Mallorca,1,1,t
2108,spain,,44,2022,2022-10-31,Getafe,Espanyol,2,1,l
2109,spain,,44,2022,2022-10-31,Real Sociedad,Athletic Bilbao,1,1,t
2110,england,,44,2022,2022-11-01,Wolverhampton,Everton,2,1,l
2111,italy,,44,2022,2022-11-01,Bologna,Cagliari,2,0,l
2112,portugal,,44,2022,2022-11-01,Moreirense,Pacos Ferreira,1,1,t
2113,portugal,,44,2022,2022-11-01,Sporting Braga,Portimonense,3,0,l
2114,spain,,44,2022,2022-11-01,Levante,Granada,0,3,v
2115,spain,,44,2022,2022-11-01,Rayo Vallecano,Celta Vigo,0,0,t
2116,england,,44,2022,2022-11-05,Southampton,Aston Villa,1,0,l
2117,france,,44,2022,2022-11-05,Lens,Troyes,4,0,l
2118,germany,,44,2022,2022-11-05,FSV Mainz,Monchengladbach,1,1,t
2119,italy,,44,2022,2022-11-05,Empoli,Genoa,2,2,t
2120,netherlands,,44,2022,2022-11-05,FC Twente,Heracles Almelo,1,0,l
2121,portugal,,44,2022,2022-11-05,Boavista,Famalicao,2,5,v
2122,portugal,,44,2022,2022-11-05,Gil Vicente,Arouca,1,1,t
2123,spain,,44,2022,2022-11-05,Athletic Bilbao,Cadiz,0,1,v
2124,england,,44,2022,2022-11-06,Brentford,Norwich City,1,2,v
2125,england,,44,2022,2022-11-06,Brighton,Newcastle Utd,1,1,t
2126,england,,44,2022,2022-11-06,Chelsea,Burnley,1,1,t
2127,england,,44,2022,2022-11-06,Crystal Palace,Wolverhampton,2,0,l
2128,england,,44,2022,2022-11-06,Manchester Utd,Manchester City,0,2,v
2129,france,,44,2022,2022-11-06,Bordeaux,Paris SG,2,3,v
2130,france,,44,2022,2022-11-06,Lille,Angers,1,1,t
2131,germany,,44,2022,2022-11-06,Bayern Munich,Freiburg,2,1,l
2132,germany,,44,2022,2022-11-06,Bochum,Hoffenheim,2,0,l
2133,germany,,44,2022,2022-11-06,RB Leipzig,Dortmund,2,1,l
2134,germany,,44,2022,2022-11-06,Stuttgart,Bielefeld,0,1,v
2135,germany,,44,2022,2022-11-06,Wolfsburg,FC Augsburg,1,0,l
2136,italy,,44,2022,2022-11-06,Cagliari,Atalanta,1,2,v
2137,italy,,44,2022,2022-11-06,Juventus,Fiorentina,1,0,l
2138,italy,,44,2022,2022-11-06,Spezia,Torino,1,0,l
2139,netherlands,,44,2022,2022-11-06,NEC Nijmegen,Heerenveen,1,1,t
2140,netherlands,,44,2022,2022-11-06,PEC Zwolle,Cambuur,1,2,v
2141,netherlands,,44,2022,2022-11-06,Willem II,Sparta,0,3,v
2142,portugal,,44,2022,2022-11-06,Guimaraes,Moreirense,2,1,l
2143,portugal,,44,2022,2022-11-06,Portimonense,Belenenses,2,0,l
2144,portugal,,44,2022,2022-11-06,Vizela,Estoril,1,1,t
2145,spain,,44,2022,2022-11-06,Alaves,Levante,2,1,l
2146,spain,,44,2022,2022-11-06,Celta Vigo,FC Barcelona,3,3,t
2147,spain,,44,2022,2022-11-06,Espanyol,Granada,2,0,l
2148,spain,,44,2022,2022-11-06,Real Madrid,Rayo Vallecano,2,1,l
2149,england,,45,2022,2022-11-07,Arsenal,Watford,1,0,l
2150,england,,45,2022,2022-11-07,Everton,Tottenham,0,0,t
2151,england,,45,2022,2022-11-07,Leeds Utd,Leicester City,1,1,t
2152,england,,45,2022,2022-11-07,West Ham Utd,Liverpool,3,2,l
2153,france,,45,2022,2022-11-07,Lorient,Brest,1,2,v
2154,france,,45,2022,2022-11-07,Marseille,Metz,0,0,t
2155,france,,45,2022,2022-11-07,Nantes,Strasbourg,2,2,t
2156,france,,45,2022,2022-11-07,Nice,Montpellier,0,1,v
2157,france,,45,2022,2022-11-07,Reims,Monaco,0,0,t
2158,france,,45,2022,2022-11-07,Rennes,Lyon,4,1,l
2159,france,,45,2022,2022-11-07,Saint-Etienne,Clermont,3,2,l
2160,germany,,45,2022,2022-11-07,FC Koln,Union Berlin,2,2,t
2161,germany,,45,2022,2022-11-07,Greuther Furth,E. Frankfurt,1,2,v
2162,germany,,45,2022,2022-11-07,Hertha Berlin,Leverkusen,1,1,t
2163,italy,,45,2022,2022-11-07,AC Milan,Inter Milan,1,1,t
2164,italy,,45,2022,2022-11-07,Lazio,Salernitana,3,0,l
2165,italy,,45,2022,2022-11-07,Napoli,Hellas Verona,1,1,t
2166,italy,,45,2022,2022-11-07,Sampdoria,Bologna,1,2,v
